Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.45     0.00        1     0.00     0.00  std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >* std::__relocate_a_1<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&)
  0.00      0.45     0.00        1     0.00     5.00  std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >* std::__uninitialized_default_n<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long>(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long)
  0.00      0.45     0.00        1     0.00     5.00  std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >* std::__uninitialized_default_n_a<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&)
  0.00      0.45     0.00        1     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.45     0.00        1     0.00     0.00  decltype (({parm#1}.size)()) std::size<std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > > >(std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > > const&)
  0.00      0.45     0.00        1     0.00     0.00  void std::_Destroy<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*>(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*)
  0.00      0.45     0.00        1     0.00     0.00  void std::_Destroy<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 2.22% of 0.45 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.07    0.38                 main [1]
                0.02    0.15 20480000/20480000     std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::operator[](unsigned long) [2]
                0.04    0.08 20480000/20480000     std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::reference::operator=(bool) [5]
                0.04    0.04 20480000/20480000     std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>::operator()() [7]
                0.00    0.01   40000/40000       std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::dynamic_bitset(unsigned long, unsigned long long, std::allocator<unsigned long long> const&) [15]
                0.00    0.01   40000/80000       std::allocator<unsigned long long>::allocator() [14]
                0.00    0.01       1/1           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::resize(unsigned long) [26]
                0.00    0.00   40000/160000      std::allocator<unsigned long long>::~allocator() [37]
                0.00    0.00   40000/40000       std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::operator[](unsigned long) [77]
                0.00    0.00   40000/40000       std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::operator=(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > const&) [75]
                0.00    0.00   40000/80000       std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::~dynamic_bitset() [55]
                0.00    0.00       1/1           std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>::linear_congruential_engine() [134]
                0.00    0.00       1/1           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::vector() [140]
                0.00    0.00       1/1           decltype (({parm#1}.size)()) std::size<std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > > >(std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > > const&) [145]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [136]
                0.00    0.00       1/3           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [108]
                0.00    0.00       1/1           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::~vector() [141]
-----------------------------------------------
                0.02    0.15 20480000/20480000     main [1]
[2]     37.2    0.02    0.15 20480000         std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::operator[](unsigned long) [2]
                0.01    0.14 20480000/20480000     std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::reference::reference(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >&, unsigned long) [3]
-----------------------------------------------
                0.01    0.14 20480000/20480000     std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::operator[](unsigned long) [2]
[3]     32.8    0.01    0.14 20480000         std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::reference::reference(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >&, unsigned long) [3]
                0.04    0.08 20480000/20480000     std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_M_getword(unsigned long) [4]
                0.02    0.00 20480000/40960000     std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_S_whichbit(unsigned long) [9]
-----------------------------------------------
                0.04    0.08 20480000/20480000     std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::reference::reference(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >&, unsigned long) [3]
[4]     26.7    0.04    0.08 20480000         std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_M_getword(unsigned long) [4]
                0.05    0.00 20480000/20480000     std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_S_whichword(unsigned long) [8]
                0.03    0.00 20480000/20480000     std::vector<unsigned long long, std::allocator<unsigned long long> >::operator[](unsigned long) [11]
-----------------------------------------------
                0.04    0.08 20480000/20480000     main [1]
[5]     26.1    0.04    0.08 20480000         std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::reference::operator=(bool) [5]
                0.06    0.02 20480000/20480000     std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_S_maskbit(unsigned long) [6]
-----------------------------------------------
                0.06    0.02 20480000/20480000     std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::reference::operator=(bool) [5]
[6]     17.2    0.06    0.02 20480000         std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_S_maskbit(unsigned long) [6]
                0.02    0.00 20480000/40960000     std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_S_whichbit(unsigned long) [9]
-----------------------------------------------
                0.04    0.04 20480000/20480000     main [1]
[7]     16.7    0.04    0.04 20480000         std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>::operator()() [7]
                0.01    0.03 20480000/20480000     unsigned long std::__detail::__mod<unsigned long, 2147483647ul, 48271ul, 0ul>(unsigned long) [10]
-----------------------------------------------
                0.05    0.00 20480000/20480000     std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_M_getword(unsigned long) [4]
[8]     11.1    0.05    0.00 20480000         std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_S_whichword(unsigned long) [8]
-----------------------------------------------
                0.02    0.00 20480000/40960000     std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::reference::reference(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >&, unsigned long) [3]
                0.02    0.00 20480000/40960000     std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_S_maskbit(unsigned long) [6]
[9]      7.8    0.04    0.00 40960000         std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_S_whichbit(unsigned long) [9]
-----------------------------------------------
                0.01    0.03 20480000/20480000     std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>::operator()() [7]
[10]     7.8    0.01    0.03 20480000         unsigned long std::__detail::__mod<unsigned long, 2147483647ul, 48271ul, 0ul>(unsigned long) [10]
                0.03    0.00 20480000/20480000     std::__detail::_Mod<unsigned long, 2147483647ul, 48271ul, 0ul, true, true>::__calc(unsigned long) [12]
-----------------------------------------------
                0.03    0.00 20480000/20480000     std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_M_getword(unsigned long) [4]
